umur,jenis_kelamin,pekerjaan,stress_level_1_5,penyebab_stres,durasi_stres,kualitas_tidur_1_5,durasi_tidur_jam,waktu_luang_mnt,aktivitas_fisik_mnt,preferensi_olahraga,preferensi_baca,preferensi_jurnal,komitmen_hari_per_minggu,tujuan_utama,anxiety_score,depression_score,self_esteem_score,study_load_1_5,peer_pressure_1_5,social_support_1_5,future_concern_1_5,aktivitas_dipilih,durasi_menit,source
19,Female,Student,4,Lainnya,<1 minggu,3,6.3,135,45,4,2,4,7,Mengurangi Stres,3,6,18,2,3,3,3,olahraga,45,StudentCopingMechanisms
44,Female,Scientist,3,Akademik,2-4 minggu,3,6.6,164,54,2,2,1,2,Meningkatkan Energi,7,7,19,3,3,4,2,journaling,15,StudentCopingMechanisms
48,Female,Doctor,5,Pekerjaan,1-2 minggu,1,6.3,90,39,3,2,4,7,Mengurangi Stres,16,14,18,5,5,1,5,journaling,30,StudentStressFactors
20,Female,Student,4,Akademik,>1 bulan,1,7.8,138,38,3,3,4,6,Tidur Lebih Baik,11,9,16,4,3,2,4,journaling,20,StudentStressFactors
21,Male,Student,3,Akademik,2-4 minggu,3,8.2,143,39,4,1,1,6,Menenangkan Pikiran,11,14,19,3,2,2,2,olahraga,60,SleepHealthLifestyle
20,Female,Student,1,Akademik,<1 minggu,5,6.8,140,55,3,3,4,3,Lebih Produktif,9,15,18,4,1,3,3,journaling,20,StudentStressFactors
21,Female,Student,2,Lainnya,2-4 minggu,4,7.4,131,45,3,4,2,4,Menenangkan Pikiran,3,5,26,3,2,4,2,membaca,30,StudentCopingMechanisms
32,Male,Lawyer,5,Keuangan,>1 bulan,1,5.8,131,39,3,3,3,7,Tidur Lebih Baik,15,15,16,5,5,1,5,journaling,25,StudentStressFactors
22,Male,Student,3,Lainnya,2-4 minggu,2,7.2,200,41,2,3,1,5,Mengurangi Stres,10,6,21,3,3,4,4,membaca,60,SleepHealthLifestyle
26,Male,Student,4,Akademik,1-2 minggu,3,6.7,140,45,3,3,4,5,Mengurangi Stres,5,7,24,2,3,4,4,journaling,25,StudentCopingMechanisms
35,Male,Entrepreneur,3,Lainnya,<1 minggu,2,7.7,150,61,3,4,1,5,Mengurangi Stres,9,9,20,3,3,3,3,membaca,60,SleepHealthLifestyle
29,Male,Manager,3,Akademik,1-2 minggu,3,6.4,192,32,2,4,1,6,Meningkatkan Energi,8,8,24,2,4,3,2,membaca,45,StudentCopingMechanisms
32,Male,Software Engineer,5,Pekerjaan,1-2 minggu,2,6.5,95,32,3,2,4,7,Tidur Lebih Baik,10,7,12,4,4,2,4,journaling,20,SleepHealthLifestyle
46,Female,Lawyer,5,Keuangan,2-4 minggu,1,5.9,126,24,1,3,4,7,Mengurangi Stres,16,12,13,5,5,2,5,journaling,30,SleepHealthLifestyle
22,Female,Student,5,Akademik,2-4 minggu,2,5.1,114,20,2,4,3,6,Tidur Lebih Baik,9,11,18,3,5,2,5,membaca,45,StudentCopingMechanisms
20,Male,Student,3,Lainnya,1-2 minggu,4,6.9,167,45,2,3,3,3,Lebih Produktif,5,7,21,2,2,3,2,membaca,30,StudentCopingMechanisms
27,Female,Teacher,3,Keuangan,>1 bulan,3,6.7,173,50,4,3,2,4,Meningkatkan Energi,10,12,27,4,4,3,4,olahraga,45,StudentStressFactors
21,Male,Student,2,Lainnya,1-2 minggu,4,7.9,153,75,3,1,1,3,Lebih Produktif,1,5,24,2,1,3,1,olahraga,45,StudentCopingMechanisms
17,Female,Student,3,Sosial,1-2 minggu,2,5.0,180,42,3,2,2,4,Mengurangi Stres,5,13,18,3,4,1,3,membaca,30,StudentStressFactors
34,Male,Software Engineer,5,Lainnya,2-4 minggu,2,6.6,108,28,2,3,4,7,Tidur Lebih Baik,13,15,16,5,5,1,5,journaling,25,StudentCopingMechanisms
21,Female,Student,3,Sosial,<1 minggu,5,5.7,178,36,2,1,4,5,Meningkatkan Energi,7,25,14,2,4,1,1,journaling,25,StudentStressFactors
22,Female,Student,5,Keuangan,<1 minggu,2,5.6,180,47,4,3,4,6,Tidur Lebih Baik,2,9,0,2,3,3,5,journaling,25,StudentStressFactors
47,Male,Scientist,3,Akademik,<1 minggu,4,7.0,180,53,3,3,2,5,Lebih Produktif,9,9,19,3,4,2,3,membaca,45,SleepHealthLifestyle
44,Male,Civil Servant,4,Sosial,2-4 minggu,1,7.1,112,47,4,3,4,6,Tidur Lebih Baik,12,12,13,3,4,3,3,olahraga,45,StudentCopingMechanisms
22,Male,Lawyer,4,Keuangan,1-2 minggu,2,6.3,158,49,4,3,4,6,Tidur Lebih Baik,3,4,20,2,3,3,3,olahraga,45,SleepHealthLifestyle
23,Male,Student,5,Akademik,>1 bulan,2,4.4,131,20,2,3,4,7,Tidur Lebih Baik,9,9,17,3,5,3,4,journaling,25,StudentCopingMechanisms
21,Female,Student,4,Sosial,2-4 minggu,1,7.1,132,41,4,2,2,5,Tidur Lebih Baik,12,12,14,3,3,2,4,olahraga,45,StudentStressFactors
45,Female,Engineer,2,Pekerjaan,1-2 minggu,3,7.8,200,63,3,3,2,4,Lebih Produktif,5,6,28,2,1,5,1,membaca,45,StudentCopingMechanisms
49,Male,Accountant,4,Pekerjaan,2-4 minggu,2,7.9,168,23,1,3,2,4,Tidur Lebih Baik,13,12,21,3,4,2,4,olahraga,30,StudentStressFactors
30,Male,Accountant,2,Akademik,<1 minggu,5,7.3,168,45,3,3,2,2,Meningkatkan Energi,7,10,26,1,1,5,3,membaca,45,StudentStressFactors
21,Male,Student,3,Lainnya,2-4 minggu,3,7.3,165,55,4,4,2,5,Lebih Produktif,9,9,20,4,3,3,3,membaca,45,StudentCopingMechanisms
22,Female,Student,3,Sosial,2-4 minggu,2,5.7,105,34,3,4,1,4,Mengurangi Stres,7,7,13,4,3,1,1,membaca,45,StudentStressFactors
25,Female,Student,5,Akademik,2-4 minggu,2,5.0,169,20,2,4,3,6,Tidur Lebih Baik,6,8,14,2,5,1,4,membaca,45,StudentCopingMechanisms
47,Male,Software Engineer,4,Pekerjaan,>1 bulan,3,7.2,123,34,1,3,4,6,Menenangkan Pikiran,15,13,22,5,5,2,5,journaling,20,StudentStressFactors
21,Male,Student,1,Akademik,1-2 minggu,3,6.5,137,46,4,4,4,3,Lebih Produktif,14,18,10,3,1,2,2,journaling,30,StudentStressFactors
39,Male,Freelancer,2,Pekerjaan,<1 minggu,4,8.2,171,54,4,3,2,4,Meningkatkan Energi,8,6,24,2,1,3,2,membaca,30,StudentStressFactors
31,Male,Software Engineer,4,Pekerjaan,<1 minggu,1,6.9,161,40,3,4,3,7,Mengurangi Stres,14,14,20,3,4,2,4,membaca,60,SleepHealthLifestyle
31,Male,Teacher,3,Sosial,1-2 minggu,3,8.0,169,50,3,4,1,4,Menenangkan Pikiran,8,8,22,2,3,2,4,membaca,45,StudentCopingMechanisms
17,Male,Student,3,Keuangan,1-2 minggu,2,7.0,138,37,4,2,2,6,Tidur Lebih Baik,8,8,18,2,3,4,2,olahraga,45,SleepHealthLifestyle
18,Female,Student,2,Keuangan,<1 minggu,5,8.3,180,75,4,2,1,3,Lebih Produktif,0,2,25,1,1,5,1,olahraga,30,StudentCopingMechanisms
24,Male,Engineer,2,Pekerjaan,<1 minggu,4,8.3,169,63,4,4,1,3,Lebih Produktif,6,7,24,2,2,3,2,membaca,45,StudentStressFactors
35,Female,Engineer,4,Akademik,>1 bulan,1,6.9,144,31,3,4,3,6,Tidur Lebih Baik,12,14,20,3,3,3,4,membaca,45,SleepHealthLifestyle
28,Male,Healthcare Worker,5,Lainnya,<1 minggu,1,6.6,134,43,2,3,3,5,Tidur Lebih Baik,11,13,14,5,5,1,5,membaca,45,StudentCopingMechanisms
27,Male,Student,2,Lainnya,<1 minggu,5,7.2,167,75,3,2,2,4,Meningkatkan Energi,2,1,26,2,1,4,1,membaca,45,StudentCopingMechanisms
54,Female,Software Engineer,4,Sosial,1-2 minggu,1,7.0,130,52,4,4,3,5,Mengurangi Stres,14,12,13,3,4,1,3,membaca,60,StudentCopingMechanisms
19,Male,Student,5,Keuangan,1-2 minggu,3,5.3,66,30,2,4,3,7,Tidur Lebih Baik,12,23,5,5,3,3,2,membaca,30,StudentStressFactors
46,Female,Software Engineer,3,Pekerjaan,<1 minggu,4,7.0,152,53,2,3,3,4,Lebih Produktif,8,9,19,2,3,4,2,membaca,30,StudentCopingMechanisms
48,Female,Healthcare Worker,3,Sosial,2-4 minggu,3,7.1,155,64,4,1,3,6,Meningkatkan Energi,9,12,19,4,3,2,3,olahraga,45,SleepHealthLifestyle
23,Male,Software Engineer,4,Sosial,>1 bulan,1,7.2,167,33,1,4,4,7,Mengurangi Stres,13,10,20,5,3,2,4,membaca,45,SleepHealthLifestyle
18,Male,Student,2,Keuangan,1-2 minggu,5,8.5,180,75,4,3,2,4,Menenangkan Pikiran,0,2,24,1,1,5,1,olahraga,45,StudentCopingMechanisms
26,Female,Accountant,3,Pekerjaan,<1 minggu,4,7.6,183,31,2,4,2,6,Lebih Produktif,11,7,23,2,2,4,4,membaca,60,SleepHealthLifestyle
20,Male,Student,3,Sosial,1-2 minggu,1,5.9,180,40,3,3,3,3,Tidur Lebih Baik,7,11,22,3,2,1,3,membaca,45,StudentStressFactors
18,Female,Student,4,Akademik,<1 minggu,3,5.7,150,20,3,3,3,5,Mengurangi Stres,5,8,18,2,4,3,5,membaca,60,StudentCopingMechanisms
18,Male,Student,4,Akademik,2-4 minggu,3,5.7,106,20,2,4,4,7,Mengurangi Stres,8,9,20,3,4,3,4,journaling,25,StudentCopingMechanisms
22,Female,Student,2,Keuangan,<1 minggu,5,7.8,180,75,3,1,2,3,Meningkatkan Energi,0,0,28,1,1,5,2,olahraga,45,StudentCopingMechanisms
27,Male,Student,5,Akademik,2-4 minggu,2,5.5,85,20,2,4,3,6,Mengurangi Stres,7,7,16,3,4,3,4,membaca,45,StudentCopingMechanisms
24,Male,Student,4,Akademik,1-2 minggu,3,6.0,147,20,2,2,4,5,Lebih Produktif,6,9,16,3,4,3,3,journaling,25,StudentCopingMechanisms
42,Female,Entrepreneur,4,Keuangan,1-2 minggu,3,6.5,112,36,3,4,4,5,Mengurangi Stres,9,12,16,4,5,3,4,membaca,60,SleepHealthLifestyle
24,Female,Student,1,Lainnya,>1 bulan,5,8.5,180,75,3,1,1,1,Meningkatkan Energi,0,1,30,1,1,4,1,olahraga,30,StudentCopingMechanisms
21,Male,Student,1,Lainnya,<1 minggu,5,7.2,180,75,4,3,2,3,Menenangkan Pikiran,0,0,27,1,1,4,1,olahraga,45,StudentCopingMechanisms
51,Male,Scientist,3,Pekerjaan,1-2 minggu,2,7.7,149,54,3,3,1,5,Tidur Lebih Baik,8,7,27,4,2,3,4,membaca,45,StudentCopingMechanisms
22,Female,Student,3,Sosial,1-2 minggu,5,6.1,180,47,3,2,3,4,Menenangkan Pikiran,17,13,29,3,1,1,3,journaling,30,StudentStressFactors
26,Female,Teacher,2,Sosial,<1 minggu,5,7.8,169,48,3,4,2,5,Meningkatkan Energi,7,5,22,1,2,3,1,membaca,45,SleepHealthLifestyle
18,Male,Nurse,5,Pekerjaan,2-4 minggu,2,6.5,139,28,1,3,4,7,Tidur Lebih Baik,9,8,9,3,4,2,4,journaling,25,SleepHealthLifestyle
47,Female,Doctor,5,Pekerjaan,>1 bulan,2,6.5,147,32,3,2,4,6,Tidur Lebih Baik,15,19,13,5,5,1,5,journaling,25,StudentCopingMechanisms
36,Female,Teacher,2,Sosial,<1 minggu,3,8.5,195,41,3,4,1,3,Lebih Produktif,5,7,23,3,2,5,2,membaca,45,StudentCopingMechanisms
18,Male,Student,3,Akademik,2-4 minggu,4,6.7,157,45,3,2,2,5,Lebih Produktif,3,4,21,2,2,2,3,olahraga,60,StudentCopingMechanisms
41,Male,Scientist,2,Sosial,1-2 minggu,3,7.8,200,57,3,4,2,3,Meningkatkan Energi,6,1,27,3,2,3,1,membaca,45,StudentCopingMechanisms
53,Male,Teacher,2,Keuangan,1-2 minggu,3,7.4,178,62,4,3,3,3,Menenangkan Pikiran,4,4,24,2,2,3,3,olahraga,45,StudentStressFactors
26,Male,Teacher,4,Sosial,1-2 minggu,2,7.0,146,51,2,3,3,4,Tidur Lebih Baik,12,15,17,4,5,1,4,membaca,30,StudentCopingMechanisms
21,Male,Student,1,Lainnya,1-2 minggu,5,7.7,180,75,3,3,2,3,Meningkatkan Energi,2,0,28,1,1,5,1,membaca,30,StudentCopingMechanisms
50,Female,Nurse,5,Lainnya,>1 bulan,2,6.9,129,16,2,4,4,7,Tidur Lebih Baik,17,17,15,5,5,1,5,journaling,30,SleepHealthLifestyle
17,Male,Student,5,Akademik,>1 bulan,2,6.1,112,20,3,4,4,7,Mengurangi Stres,10,11,15,3,5,1,4,membaca,60,StudentCopingMechanisms
20,Female,Student,2,Lainnya,1-2 minggu,4,7.6,180,45,4,3,2,4,Menenangkan Pikiran,3,5,24,1,2,3,1,olahraga,30,StudentCopingMechanisms
24,Male,Student,3,Lainnya,<1 minggu,4,7.2,107,45,3,3,2,3,Lebih Produktif,4,3,24,3,2,3,2,olahraga,45,StudentCopingMechanisms
43,Male,Teacher,3,Akademik,2-4 minggu,2,8.0,172,43,3,3,1,4,Tidur Lebih Baik,10,10,23,3,3,4,2,membaca,30,StudentCopingMechanisms
21,Male,Student,3,Akademik,1-2 minggu,3,7.6,199,37,3,2,3,5,Lebih Produktif,7,9,19,2,2,2,4,journaling,20,SleepHealthLifestyle
27,Male,Student,2,Lainnya,<1 minggu,5,8.3,180,75,4,2,2,3,Lebih Produktif,3,0,28,1,1,5,1,olahraga,45,StudentCopingMechanisms
40,Female,Software Engineer,5,Lainnya,2-4 minggu,1,7.6,95,36,3,3,4,6,Tidur Lebih Baik,15,13,16,5,5,2,5,journaling,20,SleepHealthLifestyle
22,Female,Student,4,Akademik,1-2 minggu,1,7.4,176,44,2,2,2,3,Tidur Lebih Baik,12,12,16,3,3,1,5,membaca,45,StudentStressFactors
18,Male,Student,3,Sosial,<1 minggu,4,7.1,167,61,3,2,1,5,Menenangkan Pikiran,8,6,18,2,4,4,3,olahraga,60,StudentCopingMechanisms
47,Male,Healthcare Worker,3,Lainnya,<1 minggu,2,6.3,194,41,4,3,2,5,Mengurangi Stres,8,6,19,3,4,2,2,olahraga,45,StudentStressFactors
17,Male,Student,4,Akademik,>1 bulan,1,6.9,128,40,4,3,4,7,Tidur Lebih Baik,15,12,16,5,4,2,4,journaling,20,SleepHealthLifestyle
24,Male,Student,2,Keuangan,1-2 minggu,5,7.6,200,59,4,4,1,3,Meningkatkan Energi,5,5,21,3,3,3,1,membaca,30,SleepHealthLifestyle
49,Male,Lawyer,4,Keuangan,<1 minggu,3,6.8,123,46,4,4,4,6,Menenangkan Pikiran,15,12,22,5,4,1,5,journaling,25,StudentStressFactors
52,Male,Scientist,3,Pekerjaan,>1 bulan,2,8.5,195,40,2,4,2,4,Tidur Lebih Baik,11,6,25,2,2,4,2,membaca,30,StudentStressFactors
26,Male,Student,4,Lainnya,2-4 minggu,3,5.9,90,45,3,4,4,5,Meningkatkan Energi,7,5,23,3,3,3,2,journaling,25,StudentCopingMechanisms
24,Male,Student,2,Keuangan,<1 minggu,4,8.7,180,75,4,1,2,4,Menenangkan Pikiran,1,4,28,2,1,5,1,olahraga,45,StudentCopingMechanisms
23,Male,Student,2,Keuangan,<1 minggu,4,6.6,180,45,4,1,2,3,Menenangkan Pikiran,1,6,21,2,2,4,1,olahraga,30,StudentCopingMechanisms
50,Female,Nurse,3,Pekerjaan,1-2 minggu,2,6.8,154,45,3,4,2,6,Tidur Lebih Baik,9,7,21,2,2,2,3,membaca,60,StudentStressFactors
20,Female,Student,1,Akademik,<1 minggu,4,6.4,180,44,3,3,3,3,Lebih Produktif,5,20,21,1,1,2,3,membaca,45,StudentStressFactors
42,Female,Lawyer,4,Pekerjaan,>1 bulan,2,7.6,123,28,3,4,3,6,Tidur Lebih Baik,12,13,18,3,4,1,3,membaca,45,SleepHealthLifestyle
22,Female,Student,5,Akademik,1-2 minggu,2,5.5,93,20,2,3,4,7,Mengurangi Stres,9,11,15,3,4,2,3,membaca,45,StudentCopingMechanisms
36,Male,Nurse,4,Sosial,1-2 minggu,2,6.5,149,54,3,2,4,7,Tidur Lebih Baik,14,9,12,5,3,3,5,journaling,25,SleepHealthLifestyle
27,Male,Nurse,5,Pekerjaan,>1 bulan,2,7.7,121,29,2,3,4,6,Tidur Lebih Baik,15,17,11,4,4,2,4,journaling,20,StudentStressFactors
36,Female,Teacher,4,Lainnya,2-4 minggu,2,6.2,133,31,3,3,4,6,Tidur Lebih Baik,12,12,15,3,3,1,4,membaca,60,StudentCopingMechanisms
48,Female,Scientist,4,Keuangan,>1 bulan,2,6.4,140,58,4,3,3,6,Tidur Lebih Baik,4,5,20,4,3,3,3,olahraga,45,SleepHealthLifestyle
33,Female,Software Engineer,3,Lainnya,>1 bulan,3,6.8,172,38,3,3,1,3,Meningkatkan Energi,10,8,19,3,4,2,2,membaca,30,StudentCopingMechanisms
41,Female,Scientist,2,Pekerjaan,>1 bulan,3,8.0,200,58,3,4,2,5,Tidur Lebih Baik,9,9,19,1,3,3,3,membaca,45,StudentStressFactors
20,Female,Student,5,Keuangan,<1 minggu,3,5.7,169,34,3,3,4,7,Tidur Lebih Baik,4,6,6,3,2,1,5,journaling,20,StudentStressFactors
47,Male,Accountant,3,Pekerjaan,<1 minggu,4,7.9,152,32,1,4,3,6,Lebih Produktif,10,13,24,3,2,4,4,membaca,60,StudentCopingMechanisms
39,Female,Accountant,4,Lainnya,>1 bulan,1,6.1,111,45,3,3,3,5,Mengurangi Stres,10,10,18,3,4,3,4,membaca,60,SleepHealthLifestyle
48,Female,Accountant,4,Keuangan,>1 bulan,1,6.3,158,46,3,3,3,4,Tidur Lebih Baik,12,11,19,3,3,2,5,membaca,30,StudentStressFactors
51,Male,Teacher,4,Pekerjaan,2-4 minggu,1,6.7,177,54,3,4,3,7,Tidur Lebih Baik,12,13,20,5,5,1,5,membaca,45,StudentStressFactors
23,Female,Student,4,Akademik,2-4 minggu,3,6.9,110,24,2,2,2,3,Mengurangi Stres,11,12,16,4,4,2,4,olahraga,45,StudentCopingMechanisms
25,Female,Student,2,Sosial,<1 minggu,4,8.2,167,44,4,4,1,4,Menenangkan Pikiran,5,8,22,1,1,5,1,olahraga,30,StudentCopingMechanisms
20,Female,Student,5,Keuangan,2-4 minggu,3,5.3,180,24,3,4,4,7,Meningkatkan Energi,5,24,24,3,3,2,1,journaling,30,StudentStressFactors
36,Female,Engineer,3,Lainnya,1-2 minggu,4,7.3,142,41,4,4,1,6,Lebih Produktif,12,7,20,2,3,2,4,membaca,60,StudentCopingMechanisms
19,Male,Student,1,Akademik,1-2 minggu,5,7.0,178,60,3,3,3,1,Meningkatkan Energi,8,18,12,3,3,3,3,journaling,25,StudentStressFactors
25,Male,Student,1,Akademik,>1 bulan,5,7.3,115,46,3,3,2,3,Meningkatkan Energi,3,1,29,5,3,2,5,olahraga,30,StudentStressFactors
43,Female,Doctor,4,Keuangan,1-2 minggu,3,7.1,169,51,3,2,3,4,Lebih Produktif,12,15,15,5,3,2,5,journaling,25,StudentStressFactors
23,Female,Student,3,Sosial,<1 minggu,3,7.8,154,46,3,1,2,4,Meningkatkan Energi,8,10,17,3,4,2,3,olahraga,45,SleepHealthLifestyle
17,Female,Student,3,Keuangan,<1 minggu,2,7.4,197,32,1,3,2,3,Mengurangi Stres,7,13,18,3,4,4,4,membaca,45,StudentCopingMechanisms
36,Male,Teacher,4,Lainnya,>1 bulan,2,6.9,166,48,2,3,2,5,Tidur Lebih Baik,12,11,21,3,3,1,3,membaca,60,SleepHealthLifestyle
43,Female,Nurse,5,Pekerjaan,>1 bulan,1,6.5,142,36,3,4,4,7,Tidur Lebih Baik,17,16,14,5,5,1,4,journaling,30,SleepHealthLifestyle
41,Male,Accountant,2,Keuangan,<1 minggu,3,7.1,158,51,4,2,2,5,Meningkatkan Energi,2,5,23,1,1,4,1,olahraga,45,SleepHealthLifestyle
24,Male,Student,3,Sosial,<1 minggu,2,5.7,108,54,3,4,4,4,Mengurangi Stres,5,20,12,5,1,3,2,membaca,45,StudentStressFactors
23,Male,Student,1,Lainnya,1-2 minggu,5,9.0,180,75,4,2,1,3,Meningkatkan Energi,1,0,30,1,1,3,1,olahraga,45,StudentCopingMechanisms
24,Male,Student,4,Akademik,2-4 minggu,2,7.5,172,29,1,3,3,4,Mengurangi Stres,13,12,13,3,4,2,3,membaca,45,StudentCopingMechanisms
46,Male,Accountant,4,Lainnya,1-2 minggu,3,7.2,126,50,4,4,4,7,Mengurangi Stres,12,13,17,3,3,1,3,membaca,45,StudentStressFactors
21,Female,Student,1,Keuangan,1-2 minggu,5,8.7,180,75,4,1,2,3,Lebih Produktif,0,1,27,1,1,3,1,olahraga,45,StudentCopingMechanisms
17,Female,Student,1,Akademik,<1 minggu,1,6.7,180,57,3,2,3,1,Mengurangi Stres,16,12,26,3,2,3,5,membaca,30,StudentStressFactors
50,Female,Manager,3,Keuangan,2-4 minggu,2,7.7,145,32,2,4,1,4,Tidur Lebih Baik,10,8,25,2,2,2,3,membaca,30,StudentCopingMechanisms
19,Female,Student,2,Keuangan,<1 minggu,4,7.9,166,45,4,2,1,3,Meningkatkan Energi,3,4,25,2,2,4,1,olahraga,30,StudentCopingMechanisms
22,Male,Content Creator,2,Pekerjaan,<1 minggu,4,8.1,198,70,3,4,3,4,Lebih Produktif,2,9,24,1,1,3,1,membaca,45,SleepHealthLifestyle
29,Female,Lawyer,4,Sosial,1-2 minggu,3,7.6,132,41,3,2,4,5,Mengurangi Stres,14,11,14,3,4,1,5,journaling,25,StudentStressFactors
22,Male,Student,3,Akademik,<1 minggu,2,7.8,198,39,3,2,1,5,Tidur Lebih Baik,7,6,12,4,2,3,3,membaca,60,SleepHealthLifestyle
25,Male,Student,4,Lainnya,2-4 minggu,3,6.0,99,20,1,4,4,5,Meningkatkan Energi,3,7,19,3,3,2,2,membaca,45,StudentCopingMechanisms
17,Female,Student,2,Akademik,1-2 minggu,5,8.0,200,68,4,3,2,4,Lebih Produktif,7,4,23,1,3,5,1,membaca,45,StudentCopingMechanisms
55,Male,Nurse,4,Pekerjaan,1-2 minggu,2,7.0,116,47,3,3,2,6,Tidur Lebih Baik,12,12,15,5,4,3,5,membaca,60,StudentStressFactors
43,Male,Software Engineer,4,Akademik,1-2 minggu,3,7.0,136,29,1,3,4,7,Mengurangi Stres,14,9,16,3,5,2,3,journaling,25,StudentCopingMechanisms
19,Male,Student,3,Keuangan,1-2 minggu,2,7.0,196,54,2,3,3,5,Tidur Lebih Baik,9,7,18,4,3,3,2,membaca,45,StudentStressFactors
30,Male,Content Creator,3,Keuangan,1-2 minggu,3,7.0,152,60,4,4,2,6,Lebih Produktif,8,11,21,2,4,4,3,olahraga,60,StudentStressFactors
33,Female,Teacher,3,Keuangan,<1 minggu,2,6.8,179,37,2,2,1,2,Tidur Lebih Baik,4,5,20,2,2,4,2,membaca,45,SleepHealthLifestyle
24,Male,Accountant,3,Sosial,2-4 minggu,4,6.5,138,61,4,4,1,4,Lebih Produktif,10,10,21,2,2,3,3,membaca,30,StudentCopingMechanisms
21,Male,Student,5,Keuangan,1-2 minggu,5,6.1,180,33,2,3,4,7,Menenangkan Pikiran,16,9,8,2,4,1,2,journaling,25,StudentStressFactors
20,Female,Student,3,Akademik,<1 minggu,4,7.3,154,45,3,2,3,5,Menenangkan Pikiran,6,6,23,2,2,4,3,journaling,20,StudentCopingMechanisms
21,Male,Student,4,Sosial,<1 minggu,2,7.7,141,24,1,3,4,5,Mengurangi Stres,14,14,18,5,3,2,3,journaling,25,StudentCopingMechanisms
18,Female,Student,2,Keuangan,<1 minggu,5,7.6,200,41,4,3,2,5,Meningkatkan Energi,2,2,22,1,3,5,2,olahraga,45,StudentStressFactors
30,Female,Doctor,4,Pekerjaan,2-4 minggu,2,6.6,167,52,4,2,3,6,Mengurangi Stres,12,11,18,4,3,2,4,olahraga,45,StudentCopingMechanisms
40,Male,Accountant,3,Keuangan,2-4 minggu,3,6.8,188,47,4,3,2,6,Lebih Produktif,7,7,20,3,3,3,3,olahraga,45,StudentCopingMechanisms
54,Female,Teacher,2,Keuangan,<1 minggu,5,7.3,188,58,2,3,2,2,Menenangkan Pikiran,4,4,21,2,3,4,3,membaca,30,StudentCopingMechanisms
21,Female,Student,5,Akademik,1-2 minggu,2,5.4,100,20,2,4,4,7,Mengurangi Stres,8,7,14,3,4,2,4,membaca,60,StudentCopingMechanisms
24,Male,Student,3,Akademik,1-2 minggu,4,7.2,194,49,2,3,2,4,Menenangkan Pikiran,10,9,21,2,3,3,4,membaca,30,SleepHealthLifestyle
29,Male,Software Engineer,4,Lainnya,<1 minggu,1,6.7,136,37,2,3,3,6,Tidur Lebih Baik,13,14,21,4,3,2,5,membaca,45,StudentCopingMechanisms
20,Male,Student,3,Sosial,>1 bulan,2,7.1,195,59,4,1,2,5,Tidur Lebih Baik,6,12,19,3,2,2,2,olahraga,60,StudentCopingMechanisms
21,Male,Student,3,Sosial,<1 minggu,3,5.8,180,53,4,2,1,5,Lebih Produktif,2,15,18,2,2,1,5,olahraga,45,StudentStressFactors
24,Female,Student,5,Keuangan,<1 minggu,4,4.9,175,31,2,2,4,7,Mengurangi Stres,7,0,18,2,1,3,3,journaling,20,StudentStressFactors
18,Female,Student,2,Lainnya,<1 minggu,4,7.7,177,67,4,3,2,5,Meningkatkan Energi,6,4,22,1,2,3,3,olahraga,45,StudentCopingMechanisms
19,Male,Student,4,Akademik,2-4 minggu,3,6.0,121,20,1,4,4,7,Meningkatkan Energi,3,7,18,2,3,2,4,journaling,25,StudentCopingMechanisms
29,Male,Software Engineer,5,Pekerjaan,>1 bulan,2,5.7,130,25,3,3,3,5,Mengurangi Stres,15,15,9,5,5,1,4,membaca,45,StudentStressFactors
21,Female,Student,1,Lainnya,<1 minggu,5,9.0,180,75,3,1,1,1,Lebih Produktif,0,2,25,1,1,4,1,olahraga,20,StudentCopingMechanisms
33,Male,Entrepreneur,5,Keuangan,>1 bulan,1,6.3,129,29,3,4,4,7,Mengurangi Stres,17,17,16,5,4,1,5,journaling,25,StudentCopingMechanisms
17,Female,Student,2,Keuangan,<1 minggu,5,7.4,165,40,3,3,1,2,Meningkatkan Energi,5,8,28,2,1,4,3,membaca,45,StudentStressFactors
18,Female,Student,2,Keuangan,1-2 minggu,4,7.4,180,45,4,2,1,4,Menenangkan Pikiran,2,6,22,1,2,5,3,olahraga,45,StudentCopingMechanisms
50,Female,Doctor,4,Pekerjaan,>1 bulan,3,7.2,140,52,2,4,2,5,Lebih Produktif,13,11,16,5,3,3,5,membaca,60,StudentStressFactors
21,Female,Student,4,Sosial,<1 minggu,2,7.1,173,47,3,2,4,7,Tidur Lebih Baik,12,15,19,4,3,2,4,journaling,20,StudentCopingMechanisms
39,Male,Lawyer,4,Pekerjaan,<1 minggu,3,6.5,137,57,3,2,3,4,Meningkatkan Energi,13,12,18,3,3,1,3,olahraga,45,SleepHealthLifestyle
25,Male,Student,2,Sosial,<1 minggu,4,7.0,199,57,3,3,2,3,Lebih Produktif,5,5,24,2,2,4,1,olahraga,45,StudentStressFactors
40,Male,Scientist,3,Sosial,2-4 minggu,2,7.7,199,58,3,4,2,4,Mengurangi Stres,13,10,21,4,2,4,2,membaca,30,StudentCopingMechanisms
24,Male,Sales Representative,3,Pekerjaan,1-2 minggu,5,7.0,187,48,3,4,3,6,Menenangkan Pikiran,10,8,22,3,3,3,2,membaca,45,SleepHealthLifestyle
35,Female,Teacher,2,Akademik,1-2 minggu,5,8.0,200,61,4,3,2,5,Lebih Produktif,7,4,17,1,3,5,1,olahraga,60,StudentStressFactors
